ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Prioridad
233,Valentina,61.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-08-04,1,0,0,80
234,Jorge,65.0,F,Pereira,queremos más presencia policial.,Educación,No urgente,2024-04-26,0,0,0,70
235,Sofía,71.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-08-17,1,0,1,78
236,Ana,35.0,M,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-15,0,0,1,85
237,Juan,34.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-10-23,1,0,0,58
238,Valentina,78.0,F,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-11-17,1,1,1,78
239,Sofía,16.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-09-13,1,1,0,50
240,Sofía,,F,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,2023-04-09,1,1,1,100
241,María,16.0,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-07-16,1,0,1,70
242,Carlos,58.0,Otro,Cúcuta,,Seguridad,No urgente,2024-11-22,0,0,0,73
243,Laura,76.0,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-06-11,0,0,0,65
244,Carlos,43.0,M,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,2024-05-17,1,1,0,50
245,Sofía,,F,Bucaramanga,no hay suficientes escuelas públicas.,Salud,Urgente,2024-03-04,1,1,1,100
246,Pedro,35.0,Otro,Cali,falta agua potable en varias casas.,Seguridad,Urgente,2024-02-12,0,0,0,100
247,Laura,40.0,M,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,2023-01-30,0,0,0,65
248,Valentina,22.0,M,Cartagena,,Salud,No urgente,2024-07-21,0,1,1,95
249,María,36.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-28,1,1,0,50
250,Laura,76.0,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-04-03,1,0,1,80
251,Valentina,62.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-09-01,0,1,0,100
252,Pedro,29.0,M,,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-06-08,1,0,0,80
253,Sofía,67.0,M,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-27,1,0,0,85
254,María,62.0,F,Bucaramanga,,Medio Ambiente,No urgente,2023-05-28,1,0,1,70
255,Laura,78.0,F,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,2023-11-18,1,1,1,80
256,Pedro,37.0,M,Cartagena,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-05-09,0,1,1,93
257,Carlos,,F,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-01-18,1,0,1,100
258,Carlos,46.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-01-03,0,0,1,93
259,Carlos,54.0,F,Pereira,queremos más presencia policial.,Educación,No urgente,2023-11-26,1,1,1,75
260,Jorge,67.0,Otro,Santa Marta,,Educación,No urgente,2023-10-25,0,1,0,70
261,Pedro,69.0,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-04-19,1,0,1,100
262,María,36.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-08,0,1,0,100
263,Jorge,31.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2024-06-02,1,1,1,100
264,Camilo,21.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-06-30,0,0,1,85
265,Valentina,78.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-09-21,0,1,1,100
266,Jorge,80.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-04-21,1,0,1,100
267,Carlos,64.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2024-08-30,0,1,1,100
268,Pedro,,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-06,1,1,1,100
269,Sofía,18.0,F,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-12-01,1,0,0,58
270,Camilo,79.0,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-12-31,0,1,0,73
271,Pedro,23.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-02-24,1,0,0,60
272,Ana,23.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-07,1,0,1,80
273,María,32.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-04-09,0,0,0,100
274,Valentina,52.0,M,Pereira,,Educación,No urgente,2024-02-17,0,0,0,70
275,Ana,15.0,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-10-05,1,0,0,80
276,Laura,36.0,F,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-09-24,0,1,1,93
277,Juan,79.0,F,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2023-07-08,0,0,1,93
278,María,58.0,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-08-01,0,1,1,100
279,Carlos,46.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2024-02-26,1,1,1,100
280,Camilo,41.0,M,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-28,0,1,0,100
281,Carlos,56.0,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2024-03-21,1,0,0,58
282,Laura,22.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-20,1,0,0,85
283,María,59.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Salud,No urgente,2023-06-14,0,1,1,95
284,Ana,21.0,F,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,2024-11-28,1,1,0,85
285,Camilo,51.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-02-04,1,1,0,50
286,Laura,17.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-30,0,1,0,65
287,Sofía,47.0,F,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2024-11-14,0,0,0,70
288,Camilo,46.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-04-24,1,0,0,50
289,Ana,57.0,F,Cali,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-08-14,1,0,1,100
290,Sofía,58.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-05-20,1,1,1,100
291,Pedro,67.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-08-15,1,0,1,75
292,Carlos,20.0,M,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-03-07,0,1,0,65
293,Camilo,29.0,F,Manizales,falta agua potable en varias casas.,Salud,No urgente,2024-11-02,0,0,0,75
294,Ana,22.0,F,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-08-19,1,1,0,80
295,Sofía,29.0,F,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,2023-07-24,0,0,1,93
296,Ana,17.0,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-01-09,1,0,0,80
297,Ana,26.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-04-29,1,1,0,55
298,Valentina,38.0,M,Cartagena,queremos más presencia policial.,Educación,No urgente,2024-01-13,0,1,1,90
299,Jorge,27.0,,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-07-26,1,0,0,80
300,Jorge,25.0,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2024-02-07,0,1,1,100
301,María,35.0,,Santa Marta,,Salud,No urgente,2024-05-16,0,0,1,95
302,Pedro,,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-01-04,1,1,1,78
303,Jorge,71.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-03-17,0,1,1,90
304,Camilo,64.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Educación,Urgente,2023-09-19,1,0,0,85
305,Sofía,39.0,F,Cali,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-02-16,0,0,0,75
306,Ana,23.0,M,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-07-23,0,1,0,65
307,Laura,38.0,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-03-25,0,0,0,100
308,Ana,,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2024-07-25,0,1,1,100
309,Camilo,55.0,Otro,Bogotá,,Medio Ambiente,Urgente,2024-08-08,0,0,1,100
310,Valentina,65.0,,Manizales,no hay suficientes escuelas públicas.,Educación,Urgente,2023-03-27,0,1,0,100
311,Ana,78.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,2023-09-01,0,1,0,95
312,Valentina,65.0,F,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-06-11,0,1,1,100
313,María,50.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-09-22,0,1,1,100
314,Valentina,60.0,M,Barranquilla,queremos más presencia policial.,Salud,No urgente,2024-08-07,1,0,0,60
315,Juan,52.0,M,Bogotá,las basuras no se recogen a tiempo.,Educación,No urgente,2023-10-21,0,0,1,90
316,Juan,45.0,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-04-28,1,0,0,50
317,Camilo,72.0,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,2023-04-08,0,1,1,90
318,Pedro,19.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-10-23,1,1,0,80
319,María,66.0,F,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2024-06-21,1,1,0,58
320,Jorge,74.0,F,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-07-05,1,1,1,100
321,Laura,77.0,F,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2024-01-14,0,1,1,95
322,Sofía,37.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-09-25,0,1,1,85
323,Laura,18.0,M,Medellín,,Educación,No urgente,2023-06-08,1,0,1,75
324,Laura,69.0,M,Cali,falta agua potable en varias casas.,Educación,Urgente,2023-04-09,1,0,0,85
325,Laura,63.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-02-26,1,1,1,70
326,Camilo,29.0,F,Manizales,queremos más presencia policial.,Seguridad,No urgente,2023-10-15,1,1,1,78
327,Juan,16.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-08-26,0,0,0,95
328,Ana,62.0,F,Bucaramanga,queremos más presencia policial.,Educación,No urgente,2023-07-28,0,0,1,90
329,María,17.0,F,Barranquilla,las basuras no se recogen a tiempo.,Salud,Urgente,2024-04-02,0,0,0,100
330,María,54.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-12-10,0,1,0,95
331,Jorge,58.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-29,0,0,1,100
332,Juan,64.0,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-03-26,0,0,0,100
333,Jorge,,,Cartagena,queremos más presencia policial.,Salud,No urgente,2024-05-13,1,0,1,80
334,Camilo,62.0,Otro,Cali,,Medio Ambiente,Urgente,2023-08-19,1,1,1,100
335,Sofía,71.0,F,Cali,queremos más presencia policial.,Educación,No urgente,2024-06-14,1,0,1,75
336,Valentina,52.0,M,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-21,0,1,1,100
337,Ana,48.0,M,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-04-09,1,1,1,100
338,Juan,23.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-09-28,0,1,1,85
339,María,29.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-03-04,0,0,0,95
340,Jorge,,F,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-05-02,0,0,1,100
341,Carlos,50.0,F,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2023-08-20,1,1,1,80
342,Valentina,19.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Educación,No urgente,2024-10-15,1,1,1,75
343,Jorge,65.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-11-03,0,1,1,85
344,Pedro,71.0,Otro,Medellín,no hay suficientes escuelas públicas.,Salud,No urgente,2023-12-14,1,1,0,60
345,Juan,61.0,M,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2023-09-30,1,1,1,78
346,María,20.0,,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-10-27,1,1,0,90
347,Carlos,62.0,Otro,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2023-10-09,1,1,1,78
348,Juan,76.0,M,Cali,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-09-23,0,0,1,95
349,Camilo,73.0,M,,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-23,1,1,0,80
350,Valentina,47.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-11-04,1,1,1,70
351,Jorge,27.0,Otro,Medellín,queremos más presencia policial.,Educación,Urgente,2023-08-28,0,0,0,100
352,Laura,45.0,M,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-05-06,1,0,0,80
353,María,65.0,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,No urgente,2024-08-26,0,1,1,95
354,Valentina,29.0,F,Bogotá,queremos más presencia policial.,Salud,Urgente,2024-05-18,1,0,1,100
355,Juan,44.0,M,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-01-01,0,0,1,85
356,Valentina,62.0,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-06-21,0,1,0,95
357,Carlos,,Otro,Barranquilla,,Medio Ambiente,Urgente,2024-11-08,1,1,1,100
358,Pedro,18.0,F,Cali,queremos más presencia policial.,Salud,Urgente,2023-04-06,1,1,1,100
359,Juan,58.0,Otro,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,2024-07-17,0,0,1,93
360,Jorge,39.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-04-22,1,1,1,80
361,Juan,69.0,Otro,Cali,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-07,1,0,1,78
362,Jorge,28.0,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,2024-08-19,1,0,0,55
363,María,75.0,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,No urgente,2023-12-23,1,0,0,55
364,Carlos,30.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-12-05,0,0,0,100
365,Ana,30.0,,,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-09-22,1,0,1,78
366,Sofía,52.0,F,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-11-05,1,1,1,70
367,María,69.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-01-12,0,1,0,100
368,Ana,75.0,M,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-19,0,1,1,100
369,Ana,18.0,M,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2024-01-07,1,0,0,55
370,Camilo,41.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2024-09-08,1,1,0,58
371,María,24.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-06-07,0,0,0,100
372,María,18.0,M,Bogotá,hay problemas con la recolección de basura.,Salud,Urgente,2024-05-28,0,0,1,100
373,Carlos,67.0,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-10-24,1,0,1,100
374,Carlos,51.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-06-02,0,0,1,100
375,María,22.0,M,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-01-02,0,1,0,65
376,Camilo,,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-18,1,0,0,50
377,Juan,32.0,M,Medellín,queremos más presencia policial.,Educación,Urgente,2024-03-30,0,0,1,100
378,Juan,43.0,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,Urgente,2023-01-18,1,0,1,100
379,Juan,20.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-01,1,0,1,70
380,Ana,43.0,Otro,Manizales,queremos más presencia policial.,Educación,Urgente,2024-07-19,1,0,0,85
381,Pedro,59.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,2024-09-03,0,1,0,70
382,Laura,62.0,F,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,2023-10-02,1,0,1,80
383,Jorge,52.0,M,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-04-07,0,0,1,100
384,Juan,77.0,F,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2024-08-16,0,1,0,100
385,María,53.0,F,Santa Marta,las basuras no se recogen a tiempo.,Salud,Urgente,2023-04-18,0,1,0,100
386,Camilo,31.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-06-19,0,0,1,93
387,Sofía,37.0,M,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,2023-11-06,0,1,0,100
388,Carlos,32.0,M,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,2024-05-09,1,1,0,88
389,Sofía,76.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-10-19,1,1,0,85
390,Jorge,46.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2023-12-04,1,1,1,100
391,Laura,65.0,F,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,2023-01-08,1,1,1,100
392,Pedro,23.0,,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,2023-06-02,0,0,0,95
393,Juan,57.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,2023-04-25,1,1,0,90
394,Juan,21.0,M,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-12-06,0,1,1,95
395,María,59.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-09-07,1,0,1,100
396,Camilo,33.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-12-05,0,1,1,90
397,Juan,45.0,Otro,Pereira,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-08-17,1,1,0,88
398,Pedro,66.0,Otro,Bucaramanga,queremos más presencia policial.,Salud,Urgente,2023-02-11,0,0,1,100
399,Juan,43.0,F,Pereira,queremos más presencia policial.,Educación,No urgente,2024-04-11,0,0,0,70
400,María,61.0,M,Cúcuta,,Seguridad,No urgente,2023-12-18,0,1,0,73
401,Laura,78.0,Otro,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-07-09,1,1,1,78
402,Ana,49.0,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-11-07,1,1,0,55
403,Pedro,,M,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-10-31,0,0,1,100
404,Camilo,41.0,M,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2023-07-17,0,1,0,100
405,Ana,39.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-05-14,0,0,0,70
406,Carlos,51.0,M,Cartagena,,Medio Ambiente,Urgente,2024-04-20,1,1,1,100
407,Pedro,17.0,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,No urgente,2024-02-24,0,0,1,90
408,Juan,25.0,F,Cartagena,,Medio Ambiente,Urgente,2023-11-18,0,0,0,95
409,Pedro,60.0,M,Manizales,,Seguridad,Urgente,2023-10-09,0,0,0,100
410,Camilo,52.0,M,Manizales,queremos más presencia policial.,Medio Ambiente,No urgente,2024-03-29,0,1,1,85
411,Camilo,43.0,F,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,2023-04-29,1,0,0,80
412,Camilo,59.0,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-06-13,1,1,0,60
413,Laura,45.0,M,Cali,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-07-01,0,0,0,100
414,Pedro,52.0,Otro,Manizales,,Salud,No urgente,2024-07-09,1,0,1,80
415,Ana,32.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-03,1,0,1,100
416,Carlos,18.0,F,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-07-30,1,1,0,55
417,Juan,33.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Educación,No urgente,2024-02-06,0,1,0,70
418,Camilo,69.0,M,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2023-10-08,0,0,1,100
